url, time, page_size, depth, page_status
https://www.spark.co.nz/business/shop/business-internet-services/, 02:33:20 09/27/2024, 91203, 2, 200
https://www.anz.co.nz/rates-fees-agreements, 02:33:21 09/27/2024, 289900, 2, 200
https://www.nzherald.co.nz/lifestyle/food-safety-the-danger-of-eating-out-of-date-refrigerated-dips/XZXWV7YE7FDB7DBKAKZUSTO4AY/, 02:33:22 09/27/2024, 710504, 2, 200
https://www.westpac.co.nz/home-loans-mortgages/first-home/, 02:33:24 09/27/2024, 117709, 2, 200
https://www.spark.co.nz/online/business/shop/broadband/buy-plan, 02:33:26 09/27/2024, 5091, 2, 200
https://www.spark.co.nz/business/shop/mobile/oppo.html, 02:33:28 09/27/2024, 89725, 2, 200
https://www.westpac.co.nz/products-services/, 02:33:30 09/27/2024, 100657, 2, 200
https://www.spark.co.nz/business/shop/samsung-shop/, 02:33:32 09/27/2024, 105679, 2, 200
https://www.spark.co.nz/business/shop/apple-shop/, 02:33:34 09/27/2024, 106002, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2023/ANZ-BusinessOutlook-20230928.pdf, 02:33:35 09/27/2024, 340646, 2, 200
https://www.westpac.co.nz/home-loans-mortgages/first-home/low-equity-margin-home-loans-explained/#main, 02:33:37 09/27/2024, 115227, 2, 200
https://www.spark.co.nz/business/shop/mobile/phones.html, 02:33:40 09/27/2024, 252844, 2, 200
https://www.spark.co.nz/business/shop/mobile.html, 02:33:44 09/27/2024, 252844, 2, 200
https://www.westpac.co.nz/rednews/filter?categories%5B0%5D=property&start=36, 02:33:46 09/27/2024, 76055, 2, 200
https://www.spark.co.nz/business/shop/mobile-plans/one-number-business.html, 02:33:47 09/27/2024, 97100, 2, 200
https://www.spark.co.nz/business/shop/mobile-plans/roaming.html, 02:33:50 09/27/2024, 437159, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2023/ANZ-BusinessOutlook-20231031-1.pdf, 02:33:52 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/terms-and-conditions/, 02:33:55 09/27/2024, 211581, 2, 200
https://www.westpac.co.nz/rednews/filter?categories%5B0%5D=property&start=24, 02:33:57 09/27/2024, 75887, 2, 200
https://www.spark.co.nz/business/shop/mobile-plans/mobile-broadband.html, 02:34:00 09/27/2024, 5083, 2, 200
https://www.spark.co.nz/business/shop/mobile-plans/shared-plans.html, 02:34:01 09/27/2024, 108162, 2, 200
https://www.westpac.co.nz/rednews/filter?categories%5B0%5D=property&start=12, 02:34:03 09/27/2024, 75731, 2, 200
https://www.spark.co.nz/business/shop/mobile-plans.html, 02:34:05 09/27/2024, 5083, 2, 200
https://www.spark.co.nz/business/shop/, 02:34:07 09/27/2024, 97553, 2, 200
https://queenstown.skyline.co.nz/en/contact-us/, 02:34:11 09/27/2024, 232372, 2, 200
https://www.westpac.co.nz/rednews/how-much-does-a-swimming-pool-really-cost/, 02:34:12 09/27/2024, 77560, 2, 200
https://www.westpac.co.nz/rednews/the-ins-and-outs-of-buying-a-prebuilt-home/, 02:34:13 09/27/2024, 83928, 2, 200
https://www.aa.co.nz/site-info/sitemap/, 02:34:18 09/27/2024, 190988, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2023/ANZ-BusinessOutlook-20231130.pdf, 02:34:20 09/27/2024, 340646, 2, 200
https://www.queenstownnz.co.nz/plugins/crm/count/?type=server&key=2425_1_0&val=e6c5fa378459e96b8a2d650e3befcc0e0729babf1a622b9ae9fbddabf4e65e504875e8d6886a54a60d7c2c220a219c44cf58fb14f9013fb4b03e49e837c8324ea1970e61382b1660f5762847867b90cf, 02:34:24 09/27/2024, 63094, 2, 200
https://www.westpac.co.nz/rednews/house-prices-slow-return-to-growth-economist/, 02:34:26 09/27/2024, 64496, 2, 200
https://www.aa.co.nz/site-info/terms-and-conditions/, 02:34:28 09/27/2024, 46700, 2, 200
https://www.aa.co.nz/site-info/help/, 02:34:31 09/27/2024, 42723, 2, 200
https://www.westpac.co.nz/rednews/how-much-does-it-cost-to-build-a-granny-flat/, 02:34:33 09/27/2024, 69391, 2, 200
https://www.aa.co.nz/site-info/contact-us/, 02:34:37 09/27/2024, 42588, 2, 200
https://www.aa.co.nz/cars/owning-a-car/electric-vehicles-charging-stations/, 02:34:39 09/27/2024, 51657, 2, 200
https://queenstown.skyline.co.nz/en/newsletter/, 02:34:43 09/27/2024, 198858, 2, 200
https://www.westpac.co.nz/rednews/opinion-from-home-to-asset-strategies-for-success-in-the-spring-housing-market/, 02:34:44 09/27/2024, 67904, 2, 200
http://www.aa.co.nz/travel/, 02:34:48 09/27/2024, 53148, 2, 200
https://www.aa.co.nz/travel/aa-traveller-privacy-policy/, 02:34:50 09/27/2024, 51516, 2, 200
https://www.westpac.co.nz/rednews/vnew-blog-post/, 02:34:52 09/27/2024, 65627, 2, 200
https://www.aa.co.nz/travel/time-and-distance-calculator/, 02:34:54 09/27/2024, 50965, 2, 200
https://www.aa.co.nz/travel/travel-to-australia/, 02:34:56 09/27/2024, 41841, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2023/ANZ-BusinessOutlook-20231219.pdf, 02:34:58 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/things-to-do/other-activities/skyline-luge-racing/, 02:35:01 09/27/2024, 239009, 2, 200
https://www.westpac.co.nz/rednews/opinion/, 02:35:03 09/27/2024, 66330, 2, 200
https://www.aa.co.nz/travel/member-deals/explore-group/, 02:35:05 09/27/2024, 44144, 2, 200
https://www.aa.co.nz/travel/member-deals/leisure-time-travel/, 02:35:07 09/27/2024, 45074, 2, 200
https://www.westpac.co.nz/rednews/5-brilliant-places-to-retire-in-new-zealand/, 02:35:08 09/27/2024, 69809, 2, 200
https://www.aa.co.nz/travel/member-deals/adventure-south-nz/, 02:35:10 09/27/2024, 49056, 2, 200
https://www.aa.co.nz/travel/member-deals/aa-member-discounts-on-accommodation/, 02:35:13 09/27/2024, 42413, 2, 200
https://queenstown.skyline.co.nz/en/search/, 02:35:16 09/27/2024, 186389, 2, 200
https://www.westpac.co.nz/rednews/filter?categories[]=property#main, 02:35:18 09/27/2024, 76134, 2, 200
https://www.aa.co.nz/travel/member-deals/scenic-trains/, 02:35:21 09/27/2024, 45246, 2, 200
https://www.aa.co.nz/travel/member-deals/interislander/, 02:35:23 09/27/2024, 44329, 2, 200
https://www.westpac.co.nz/rednews/filter?categories%5B0%5D=business&start=48, 02:35:25 09/27/2024, 75354, 2, 200
https://www.aa.co.nz/travel/member-deals/thl-campervan-rental-for-members/, 02:35:27 09/27/2024, 44929, 2, 200
https://www.aa.co.nz/travel/member-deals/go-rentals/, 02:35:30 09/27/2024, 41764, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2024/ANZ-BusinessOutlook-20240131.pdf, 02:35:32 09/27/2024, 340646, 2, 200
https://www.anz.co.nz/personal/insurance/car-insurance/, 02:35:33 09/27/2024, 413268, 2, 200
https://www.westpac.co.nz/rednews/filter?categories%5B0%5D=business&start=36, 02:35:35 09/27/2024, 75813, 2, 200
https://www.aa.co.nz/travel/member-deals/thrifty-car-rental/, 02:35:37 09/27/2024, 45726, 2, 200
https://www.aa.co.nz/travel/member-deals/hertz-car-rental/, 02:35:40 09/27/2024, 46084, 2, 200
https://www.westpac.co.nz/rednews/filter?categories%5B0%5D=business&start=24, 02:35:41 09/27/2024, 76254, 2, 200
https://www.aa.co.nz/travel/member-deals/, 02:35:43 09/27/2024, 52650, 2, 200
https://www.aa.co.nz/travel/travel-insurance-2/, 02:35:47 09/27/2024, 75033, 2, 200
https://queenstown.skyline.co.nz/en/about-us/careers-at-skyline/, 02:35:51 09/27/2024, 252622, 2, 200
https://queenstown.skyline.co.nz/en/trades/, 02:35:54 09/27/2024, 233785, 2, 200
https://travel.aa.co.nz/Activities, 02:36:02 09/27/2024, None, 2, 302
https://www.westpac.co.nz/rednews/filter?categories%5B0%5D=business&start=12, 02:36:03 09/27/2024, 76193, 2, 200
https://www.westpac.co.nz/rednews/could-new-zealand-become-a-green-hydrogen-superpower/, 02:36:04 09/27/2024, 70630, 2, 200
https://www.aa.co.nz/travel/roadwatch/#page, 02:36:07 09/27/2024, 50322, 2, 200
https://www.aa.co.nz/travel/roadwatch/#navigation, 02:36:09 09/27/2024, 50322, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2024/ANZ-BusinessOutlook-20240229.pdf, 02:36:11 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/project-skyline/, 02:36:16 09/27/2024, 262663, 2, 200
https://www.westpac.co.nz/rednews/is-new-zealand-heading-for-a-housing-oversupply/, 02:36:17 09/27/2024, 67763, 2, 200
https://mpages.co.nz/home.php?mod=spacecp&ac=click&op=add&clickid=3&idtype=aid&id=2030&hash=dd1511f200fb3bdcddfb7fbb9f637eba&handlekey=clickhandle, 02:36:19 09/27/2024, 11654, 2, 200
https://mpages.co.nz/home.php?mod=spacecp&ac=click&op=add&clickid=2&idtype=aid&id=2030&hash=dd1511f200fb3bdcddfb7fbb9f637eba&handlekey=clickhandle, 02:36:20 09/27/2024, 11654, 2, 200
https://www.westpac.co.nz/rednews/daisy-lab-changing-the-face-of-dairy-production-for-a-more-sustainable-future/, 02:36:22 09/27/2024, 70554, 2, 200
https://mpages.co.nz/home.php?mod=spacecp&ac=click&op=add&clickid=1&idtype=aid&id=2030&hash=dd1511f200fb3bdcddfb7fbb9f637eba&handlekey=clickhandle, 02:36:23 09/27/2024, 11654, 2, 200
https://queenstown.skyline.co.nz/en/about-us/community/, 02:36:29 09/27/2024, 361311, 2, 200
https://www.westpac.co.nz/rednews/5-restaurant-trends-for-2023/, 02:36:30 09/27/2024, 66235, 2, 200
https://www.anz.co.nz/business/manage-your-banking/fast-deposit/, 02:36:32 09/27/2024, 332928, 2, 200
https://www.spark.co.nz/online/shop/products/samsung127702spo/?offerId=samsung127702spo&ifpId=pay_upfront, 02:36:34 09/27/2024, 143848, 2, 200
https://www.westpac.co.nz/rednews/5-ecommerce-tips-to-boost-your-online-sales/, 02:36:35 09/27/2024, 66932, 2, 200
https://www.spark.co.nz/online/shop/products/samsung_galaxy_z_fold5_otterbox_thin_flex_case_group/?offerId=otterbox127696spo&ifpId=pay_upfront, 02:36:37 09/27/2024, 146299, 2, 200
https://www.spark.co.nz/online/shop/products/otterbox-defender-xt-iphone-15-pro-max-group/?offerId=otterbox127771spo&ifpId=pay_upfront, 02:36:38 09/27/2024, 145688, 2, 200
https://www.queenstownnz.co.nz/stories/tag/summer/5e1528417e530381982f62ac/, 02:36:39 09/27/2024, 215987, 2, 200
https://www.queenstownnz.co.nz/home-of-winter-adventure/, 02:36:39 09/27/2024, 254008, 2, 200
https://www.healthpoint.co.nz/maternity/your-rights-during-pregnancy-and-birth/, 02:36:41 09/27/2024, 11346, 2, 200
https://www.healthpoint.co.nz/pacific-people-3/west-coast/, 02:36:43 09/27/2024, 48319, 2, 200
https://www.westpac.co.nz/rednews/opinion-will-the-human-factor-trip-up-reserve-banks-housing-forecast/, 02:36:44 09/27/2024, 70749, 2, 200
https://www.spark.co.nz/online/shop/products/otterbox_defender_xt_iphone_15_pro_group/?offerId=otterbox127770spo&ifpId=pay_upfront, 02:36:46 09/27/2024, 147554, 2, 200
https://www.spark.co.nz/online/shop/products/otterbox127769spo/?offerId=otterbox127769spo&ifpId=pay_upfront, 02:36:48 09/27/2024, 147112, 2, 200
https://www.westpac.co.nz/rednews/conversations-with-your-business-banker-during-tough-times/, 02:36:49 09/27/2024, 65616, 2, 200
https://www.spark.co.nz/online/shop/products/otterbox128865spo/?offerId=otterbox128865spo&ifpId=pay_upfront, 02:36:51 09/27/2024, 142664, 2, 200
https://www.spark.co.nz/online/shop/products/otterbox128863spo/?offerId=otterbox128863spo&ifpId=pay_upfront, 02:36:52 09/27/2024, 142531, 2, 200
https://queenstown.skyline.co.nz/en/about-us/our-certifications/, 02:36:56 09/27/2024, 273570, 2, 200
https://www.westpac.co.nz/rednews/filter?categories[]=business#main, 02:36:57 09/27/2024, 77103, 2, 200
https://www.spark.co.nz/online/shop/products/otterbox128866spo/?offerId=otterbox128866spo&ifpId=pay_upfront, 02:36:59 09/27/2024, 142822, 2, 200
https://www.spark.co.nz/online/shop/products/otterbox128864spo/?offerId=otterbox128864spo&ifpId=pay_upfront, 02:37:01 09/27/2024, 142688, 2, 200
https://www.healthpoint.co.nz/pharmacy/what-is-pharmacist-only-or-restricted-medicine/, 02:37:02 09/27/2024, 10245, 2, 200
https://www.spark.co.nz/online/shop/products/samsung126972spo/?offerId=samsung126972spo&ifpId=pay_upfront, 02:37:04 09/27/2024, 146049, 2, 200
https://www.spark.co.nz/online/shop/products/otterbox127030spo/?offerId=otterbox127030spo&ifpId=pay_upfront, 02:37:05 09/27/2024, 145738, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2024/ANZ-BusinessOutlook-20240430.pdf, 02:37:07 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/about-us/, 02:37:11 09/27/2024, 326458, 2, 200
https://www.healthpoint.co.nz/pharmacy/what-is-an-exemption-card-and-when-it-is/, 02:37:13 09/27/2024, 11143, 2, 200
https://www.spark.co.nz/online/shop/products/samsung127703spo/?offerId=samsung127703spo&ifpId=pay_upfront, 02:37:15 09/27/2024, 142912, 2, 200
https://www.spark.co.nz/online/shop/products/samsung-galaxy-z-fold6-s-pen-case-group/?offerId=samsung128592spo&ifpId=pay_upfront, 02:37:16 09/27/2024, 150173, 2, 200
https://www.healthpoint.co.nz/pharmacy/what-is-a-pharmacist-and-what-do-they-do/, 02:37:17 09/27/2024, 10652, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt128828spo/?offerId=3sixt128828spo&ifpId=pay_upfront, 02:37:19 09/27/2024, 145437, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt128829spo/?offerId=3sixt128829spo&ifpId=pay_upfront, 02:37:20 09/27/2024, 145383, 2, 200
https://queenstown.skyline.co.nz/en/gondola-annual-pass/, 02:37:24 09/27/2024, 265008, 2, 200
https://www.healthpoint.co.nz/pharmacy/what-is-a-long-term-condition-ltc/, 02:37:26 09/27/2024, 11080, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt128830spo/?offerId=3sixt128830spo&ifpId=pay_upfront, 02:37:27 09/27/2024, 145685, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt128827spo/?offerId=3sixt128827spo&ifpId=pay_upfront, 02:37:29 09/27/2024, 145308, 2, 200
https://www.healthpoint.co.nz/pharmacy/what-does-otc-mean/, 02:37:30 09/27/2024, 9873, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt127757spo/?offerId=3sixt127757spo&ifpId=pay_upfront, 02:37:32 09/27/2024, 142445, 2, 200
https://www.spark.co.nz/online/shop/products/zagg128181spo/?offerId=zagg128181spo&ifpId=pay_upfront, 02:37:33 09/27/2024, 145302, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2024/ANZ-BusinessOutlook-20240529.pdf, 02:37:35 09/27/2024, 340646, 2, 200
https://greenstoneentertainment.co.nz/terms-conditions/, 02:37:38 09/27/2024, 62468, 2, 200
https://queenstown.skyline.co.nz/en/pricing-and-packages/, 02:37:43 09/27/2024, 392629, 2, 200
https://www.healthpoint.co.nz/pharmacy/what-does-it-mean-when-a-medication-is-fully/, 02:37:45 09/27/2024, 10397, 2, 200
https://www.spark.co.nz/online/shop/products/zagg128182spo/?offerId=zagg128182spo&ifpId=pay_upfront, 02:37:46 09/27/2024, 145551, 2, 200
https://www.spark.co.nz/online/shop/products/zagg128183spo/?offerId=zagg128183spo&ifpId=pay_upfront, 02:37:48 09/27/2024, 145639, 2, 200
https://www.healthpoint.co.nz/pharmacy/how-much-does-it-cost-to-get-a-prescription/, 02:37:49 09/27/2024, 11086, 2, 200
https://www.spark.co.nz/online/shop/products/lifeproof124775spo/?offerId=lifeproof124775spo&ifpId=pay_upfront, 02:37:51 09/27/2024, 142314, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt127009spo/?offerId=3sixt127009spo&ifpId=pay_upfront, 02:37:53 09/27/2024, 147939, 2, 200
https://queenstown.skyline.co.nz/en/faqs/, 02:37:57 09/27/2024, 295109, 2, 200
https://www.healthpoint.co.nz/pharmacy/do-i-need-to-make-an-appointment-to-see-a/, 02:37:58 09/27/2024, 9859, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt127355spo/?offerId=3sixt127355spo&ifpId=pay_upfront, 02:38:00 09/27/2024, 145574, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt127755spo/?offerId=3sixt127755spo&ifpId=pay_upfront, 02:38:02 09/27/2024, 143972, 2, 200
https://www.healthpoint.co.nz/pharmacy/are-there-any-other-costs-associated-with/, 02:38:03 09/27/2024, 9786, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt128178spo/?offerId=3sixt128178spo&ifpId=pay_upfront, 02:38:04 09/27/2024, 144574, 2, 200
https://www.spark.co.nz/online/shop/products/3sixt128179spo/?offerId=3sixt128179spo&ifpId=pay_upfront, 02:38:06 09/27/2024, 144963, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2024/ANZ-BusinessOutlook-20240627.pdf, 02:38:08 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/opening-hours/, 02:38:12 09/27/2024, 266536, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460475, 02:38:13 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/online/shop/products/zagg127788spo/?offerId=zagg127788spo&ifpId=pay_upfront, 02:38:15 09/27/2024, 147235, 2, 200
https://www.queenstownnz.co.nz/quicklinks/queenstowns-regenerative-journey/, 02:38:15 09/27/2024, 292317, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460473, 02:38:17 09/27/2024, 18462, 2, 200
https://www.queenstownnz.co.nz/live-work/post/why-these-locals-have-chosen-to-call-queenstown-home/, 02:38:17 09/27/2024, 221594, 2, 200
https://www.spark.co.nz/help/other/accessibilities.html, 02:38:21 09/27/2024, 123047, 2, 200
https://queenstown.skyline.co.nz/en/park-maps/, 02:38:24 09/27/2024, 222554, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A1713718, 02:38:26 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/other/legaldisclaimer.html, 02:38:27 09/27/2024, 42990, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460469, 02:38:28 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/landline.html, 02:38:30 09/27/2024, 110282, 2, 200
https://www.spark.co.nz/help/mobile.html, 02:38:33 09/27/2024, 113621, 2, 200
https://queenstown.skyline.co.nz/en/about-us/sustainability/, 02:38:37 09/27/2024, 263925, 2, 200
https://queenstown.skyline.co.nz/en/getting-here/, 02:38:41 09/27/2024, 234483, 2, 200
https://www.queenstownnz.co.nz/things-to-do/adventure-activities/air-adventures/skydiving/, 02:38:41 09/27/2024, 289879, 2, 200
https://www.queenstownnz.co.nz/stories/tag/winter/5e1528417e530381982f62b5/, 02:38:42 09/27/2024, 215356, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A846345, 02:38:43 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/internet.html, 02:38:45 09/27/2024, 112234, 2, 200
https://www.spark.co.nz/help/account.html, 02:38:47 09/27/2024, 110875, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460464, 02:38:49 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help.html, 02:38:50 09/27/2024, 116691, 2, 200
https://www.spark.co.nz/secure/myspark/broadbanddetails.html, 02:38:52 09/27/2024, 1179, 2, 200
https://queenstown.skyline.co.nz/en/visiting-skyline-queenstown/, 02:38:56 09/27/2024, 225888, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460470, 02:38:57 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/myspark/mymobilebroadband.html, 02:39:00 09/27/2024, 5069, 2, 200
https://www.spark.co.nz/myspark/mymobile.html, 02:39:02 09/27/2024, 137037, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460476, 02:39:04 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/myspark/register.html, 02:39:07 09/27/2024, 1190, 2, 200
https://www.spark.co.nz/myspark/access/login.html, 02:39:09 09/27/2024, 1179, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2024/ANZ-BusinessOutlook-20240829.pdf, 02:39:11 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/venue-hire/, 02:39:14 09/27/2024, 262441, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460467, 02:39:16 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/myspark.html, 02:39:18 09/27/2024, 1179, 2, 200
https://www.spark.co.nz/myspark/music.html, 02:39:21 09/27/2024, 4834, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460471, 02:39:22 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/getmore/spotify.html, 02:39:24 09/27/2024, 4517, 2, 200
https://www.spark.co.nz/getmore/neon.html, 02:39:27 09/27/2024, 4603, 2, 200
https://queenstown.skyline.co.nz/en/explore-the-fun/, 02:39:31 09/27/2024, 223293, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A593707, 02:39:32 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/getmore/netflix.html, 02:39:34 09/27/2024, 4368, 2, 200
https://www.spark.co.nz/shop/deals.html, 02:39:39 09/27/2024, 237038, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460478, 02:39:40 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/shop/landline.html, 02:39:43 09/27/2024, 4566, 2, 200
https://www.spark.co.nz/online/broadband/buy-plan.html, 02:39:45 09/27/2024, 4932, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/2024/ANZ-BusinessOutlook-20240731.pdf, 02:39:47 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/things-to-do/skyline-gift-shop/, 02:39:50 09/27/2024, 266707, 2, 200
https://www.queenstownnz.co.nz/stories/tag/spring/5e1528417e530381982f62b7/, 02:39:51 09/27/2024, 215745, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460463, 02:39:52 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/other/terms/offers/rugby-world-cup-tournament-pass, 02:39:55 09/27/2024, 123448, 2, 200
https://www.spark.co.nz/rugbyready, 02:39:56 09/27/2024, None, 2, 404
https://www.healthpoint.co.nz?serviceArea=im%3A508235, 02:39:58 09/27/2024, 18462, 2, 200
http://www.spark.co.nz/shop/internet/datacap/, 02:39:59 09/27/2024, None, 2, 404
https://www.spark.co.nz/shop/internet/broadbandpricechange, 02:40:00 09/27/2024, None, 2, 404
https://queenstown.skyline.co.nz/en/things-to-do/market-kitchen-cafe-queenstown/, 02:40:04 09/27/2024, 268723, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A835492, 02:40:05 09/27/2024, 18462, 2, 200
http://www.spark.co.nz/myspark/myinternet/testyourspeed/, 02:40:09 09/27/2024, 123581, 2, 200
https://www.spark.co.nz/help/internet/broadband-help/, 02:40:11 09/27/2024, 124445, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460477, 02:40:12 09/27/2024, 18462, 2, 200
https://www.spark.co.nz#collapse5wirelesshelp, 02:40:14 09/27/2024, 133849, 2, 200
https://www.spark.co.nz/getmore/ufb-fibre, 02:40:17 09/27/2024, 138978, 2, 200
https://queenstown.skyline.co.nz/en/things-to-do/stratosfare-restaurant-queenstown/, 02:40:21 09/27/2024, 303391, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A1487736, 02:40:23 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/internet/set-up/fibre-internet, 02:40:25 09/27/2024, 152715, 2, 200
https://www.spark.co.nz#collapse4fibrehelp, 02:40:26 09/27/2024, 133849, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A1713719, 02:40:28 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/shop/internet/what-to-expect-on-your-bill, 02:40:29 09/27/2024, 122633, 2, 200
https://www.spark.co.nz#collapse3movingoffunplanimportantthingstoknow, 02:40:31 09/27/2024, 133849, 2, 200
https://comms.anz.co.nz/content/dam/anzconz/documents/economics-and-market-research/anz-business-outlook-background-paper.pdf, 02:40:33 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/things-to-do/other-activities/, 02:40:38 09/27/2024, 353297, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A1192164, 02:40:39 09/27/2024, 18462, 2, 200
https://www.spark.co.nz#collapse2adslvdslfaqs, 02:40:41 09/27/2024, 133849, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A1550889, 02:40:42 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/home-phone-plan-terms/, 02:40:44 09/27/2024, 114719, 2, 200
https://www.spark.co.nz/myspark/myinternet/testyourspeed/, 02:40:46 09/27/2024, 123581, 2, 200
https://queenstown.skyline.co.nz/en/stargazing-queenstown/, 02:40:50 09/27/2024, 257791, 2, 200
https://www.uniline.co.nz/Document/Register/1/NewCustomer, 02:40:53 09/27/2024, 43786, 2, 200
https://www.queenstownnz.co.nz/stories/tag/regenerative-queenstown/64bee445eb62ad257d7dc550/, 02:40:54 09/27/2024, 215791, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A1729029, 02:40:56 09/27/2024, 18462, 2, 200
https://www.spark.co.nz#collapse1adslvdsloffersummariesandimportantthingstoknow, 02:40:57 09/27/2024, 133849, 2, 200
https://www.spark.co.nz/help/other/terms/offers/netflix-on-spark-plan-terms/, 02:40:59 09/27/2024, 110290, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460474, 02:41:00 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/vdsl-unlimited-plan-terms/, 02:41:02 09/27/2024, 121206, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/adsl-unlimited-plan-terms/, 02:41:04 09/27/2024, 123133, 2, 200
https://queenstown.skyline.co.nz/en/things-to-do/queenstown-guided-walks/, 02:41:09 09/27/2024, 365531, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A460465, 02:41:10 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/max-fibre-plus-terms/, 02:41:12 09/27/2024, 124672, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/max-fibre-terms/, 02:41:14 09/27/2024, 123501, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A1382475, 02:41:16 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/essential-fibre-plus-terms/, 02:41:18 09/27/2024, 124668, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/essential-fibre-terms/, 02:41:19 09/27/2024, 124208, 2, 200
https://comms.anz.co.nz#logon, 02:41:21 09/27/2024, 340646, 2, 200
https://queenstown.skyline.co.nz/en/things-to-do/mountain-bike-uplift/, 02:41:25 09/27/2024, 339206, 2, 200
https://www.healthpoint.co.nz?serviceArea=im%3A1683420, 02:41:28 09/27/2024, 18462, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/everyday-fibre-terms/, 02:41:30 09/27/2024, 124116, 2, 200
https://www.spark.co.nz/help/other/terms/personal-terms/lite-fibre-terms/, 02:41:32 09/27/2024, 124469, 2, 200
